24.843,26.542,26.293,26.076,26.681,26.585,24.867,26.846,23.957,27.804,27.406,25.352,26.347,26.543,25.931,25.255,26.21,25.475,26.499,26.45,28.603,27.724,27.785,26.435,27.581,24.851,24.171,25.576,28.114,26.026,27.466,26.66,23.66,24.902,28.129,26.532,27.837,26.626,22.893,25.492
27.551,23.917,26.696,26.265,26.781,26.509,24.789,23.876,22.22,26.319,23.312,25.463,26.906,24.622,25.619,27.431,25.779,25.923,23.2,22.515,26.795,23.771,24.856,23.685,27.272,25.384,25.465,24.314,25.066,26.262,22.599,24.352,24.886,22.791,25.704,24.739,24.186,23.914,24.187,22.033
30.407,34.413,32.788,29.582,33.115,27.397,31.46,34.094,32.016,31.04,31.721,30.431,28.533,33.093,31.638,28.515,30.67,28.068,32.514,31.279,31.682,28.943,32.929,33.579,31.272,31.892,29.775,30.279,31.346,31.375,31.225,28.517,28.926,30.71,30.82,30.386,32.062,29.18,32.421,29.875
21.993,22.566,22.151,20.947,20.439,22.233,23.75,23.524,23.492,23.878,20.942,25.065,21.741,24.725,21.779,22.552,22.064,22.937,20.084,22.335,21.145,21.933,22.905,21.97,21.299,22.002,22.745,22.508,22.538,19.976,20.799,22.37,22.069,21.931,22.904,20.919,21.645,21.168,26.712,20.187
15.362,15.372,16.414,17.866,13.935,15.195,15.079,16.911,17.065,16.338,15.319,14.842,15.941,16.367,16.705,13.66,16.961,17.65,15.367,17.018,15.787,16.033,14.942,16.013,16.431,16.566,15.571,18.614,15.264,15.909,17.536,14.503,15.111,17.929,13.629,16.102,14.549,15.118,18.758,15.96
10.21,12.061,11.905,10.128,13.392,13.726,12.789,10.867,10.893,11.679,10.63,9.847,10.944,8.4513,9.0897,9.1382,13.186,12.824,10.642,11.035,11.917,10.331,9.4846,11.148,11.549,8.6708,8.4532,8.7384,10.409,9.3914,12.038,11.626,8.8121,13.313,11.183,11.884,12.159,11.17,11.357,7.7692
34.949,38.805,38.382,35.592,39.937,35.624,37.536,38.756,37.411,36.539,36.775,36.567,38.063,40.267,38.623,39.295,39.035,39.388,36.593,38.264,41.242,35.267,38.018,38.151,37.193,38.156,39.868,38.124,36.922,38.359,38.833,37.676,38.711,35.762,38.416,38.333,36.577,36.902,39.481,36.981
41.374,34.776,36.424,37.255,36.715,39.398,38.148,35.091,35.448,37.312,37.74,36.737,36.615,36.523,36.989,38.122,36.202,35.947,35.482,38.642,37.445,34.303,36.233,36.044,34.18,38.324,35.992,36.433,36.562,32.555,34.388,36.064,41.111,41.056,39.834,38.582,39.057,39.004,39.699,35.167
50.734,47.366,46.035,47.305,45.587,45.142,42.165,43.426,47.571,46.046,46.317,47.543,44.36,45.733,44.443,45.701,45.683,48.733,46.87,45.68,45.994,43.865,45.379,45.556,48.17,43.316,48.097,46.747,46.828,47.942,47.133,44.655,45.796,46.555,44.377,47.822,47.813,47.684,49.515,45.024
23.484,22.93,22.751,22.281,22.305,21.574,24.563,21.743,20.621,18.639,23.861,20.157,22.9,21.95,23.109,22.931,23.006,19.111,20.651,19.647,20.514,22.381,21.387,16.81,20.703,19.479,18.632,20.076,22.057,20.318,18.028,21.545,22.906,20.66,23.729,18.092,23.192,20.434,20.81,22.922
21.041,21.851,23.607,21.654,22.289,23.665,20.59,21.066,21.977,22.869,20.517,19.488,22.778,23.445,26.132,20.403,21.183,22.103,20.347,20.304,23.092,21.398,21.237,21.135,20.168,22.642,19.145,21.702,21.505,23.43,22.047,22.273,21.916,22.532,16.426,21.718,23.028,22.876,21.772,19.85
36.233,36.677,34.915,37.498,35.41,34.452,37.033,38.922,37.489,34.02,34.141,37.571,35.103,36.902,37.347,34.402,35.46,36.701,37.417,35.247,32.956,38.807,39.105,37.385,37.349,38.794,37.938,34.303,39.286,37.265,35.623,35.593,36.171,36.834,36.565,36.33,37.829,36.336,37.354,36.692
33.02,34.849,36.228,33.762,33.968,37.07,32.289,34.819,36.044,35.268,32.101,33.402,38.844,32.085,33.947,34.865,32.028,34.394,35.1,35.938,35.791,34.822,33.837,34.961,34.194,33.006,35.812,35.466,34.317,34.215,34.166,31.936,34.982,32.866,33.309,33.98,35.248,36.683,33.695,34.351
30.355,27.664,28.389,30.177,30.067,29.178,28.213,28.415,29.41,28.028,30.478,32.498,31.452,30.564,31.781,31.839,29.191,28.759,29.827,32.491,30.571,31.736,27.218,28.256,31.95,30.945,29.375,29.614,30.908,31.192,31.192,33.352,27.985,28.766,34.72,30.858,29.42,28.601,30.422,32.145
