1,0.10078,0.78076,0.79524,0.69969,0.45539,0.88224
1,0.0026801,0.48695,0.71369,0.60761,0.34763,0.82595
1,0,0,0.83677,0.719,0.58611,0.91528
1,0,0,0.83677,0.719,0.58611,0.91528
1,0.0063097,0.43026,0.74334,0.6557,0.37906,0.86726
1,0.0059877,0.29811,0.75868,0.64421,0.37601,0.85374
1,0.063001,0.11091,0.7559,0.64327,0.37661,0.83961
1,0.0026092,0.61036,0.82494,0.71287,0.47563,0.86773
1,0.012334,0.14784,0.85396,0.75907,0.56263,0.92498
1,0.001045,1.4342,0.72902,0.6941,0.4065,0.88114
1,0.001938,1.0086,0.81796,0.71458,0.40501,0.88303
1,0.034228,0.31879,0.81805,0.69639,0.44012,0.87704
1,0.011751,1.1526,0.76177,0.71387,0.40783,0.88297
1,0.0034499,0.15784,0.88669,0.80087,0.64471,0.95893
1,0.0010811,1.5805,0.7892,0.69211,0.45381,0.88541
1,9.7926e-05,0.45979,0.7892,0.69211,0.45381,0.88541
1,0.0034817,0.53029,0.7892,0.69211,0.45381,0.88541
1,0.0019139,0.26791,0.69683,0.61815,0.35649,0.85411
1,0.0013888,0.48607,0.69683,0.61815,0.35649,0.85411
1,0.0079336,0.52836,0.72362,0.63668,0.38526,0.8591
1,0.0013164,0.26807,0.69683,0.61815,0.35649,0.85411
1,0.00069455,1.6132,0.69683,0.61815,0.35649,0.85411
1,0.0011257,1.4489,0.713,0.60993,0.35445,0.83918
1,0.0012602,0.36295,0.69996,0.5991,0.34183,0.83298
1,0.00034584,0.68865,0.69996,0.5991,0.34183,0.83298
1,0.0046979,0.078194,0.70713,0.5926,0.33806,0.82285
1,0.011369,0.15387,0.73606,0.63827,0.38852,0.84829
1,0.25498,0.080767,0.70713,0.5926,0.33806,0.82285
1,5.5661e-05,1.3375,0.72362,0.63668,0.38526,0.8591
1,0.0015072,1.2603,0.67666,0.63323,0.35809,0.85868
2,0,0,0.96644,0.9404,0.87583,0.99297
3,0,0,0.98686,0.9602,0.93949,0.9968
3,0,0,0.98686,0.9602,0.93949,0.9968
2,0,0,0.96858,0.94366,0.88411,0.9937
2,0,0,0.97213,0.93456,0.86862,0.99246
3,0,0,0.98615,0.96273,0.9408,0.99704
3,0,0,0.98427,0.94904,0.91697,0.99559
1,0.0028721,1.3412,0.81796,0.71458,0.40501,0.88303
1,0.0096439,0.72486,0.81796,0.71458,0.40501,0.88303
1,0.0095311,2.175,0.86979,0.73947,0.47672,0.90718
2,0.0013526,0.15451,0.91192,0.80773,0.71159,0.97231
2,0.0037085,0.18862,0.94111,0.86658,0.78075,0.9827
2,0.00064845,0.31268,0.94167,0.88585,0.79584,0.98499
2,0.013538,0.12932,0.88295,0.78069,0.69164,0.96654
2,0.00025125,0.031028,0.90557,0.82289,0.73348,0.97585
1,0.00096347,0.18418,0.88669,0.80087,0.64471,0.95893
2,0.00053021,0.13238,0.9299,0.8398,0.75329,0.97933
2,0.00043915,0.10169,0.91555,0.82528,0.73871,0.9766
2,0.00062168,0.08347,0.93467,0.85453,0.76753,0.9814
2,0.0012279,0.09565,0.92113,0.84119,0.75932,0.97851
2,0.0055476,0.043552,0.92113,0.84119,0.75932,0.97851
2,0.0011542,0.10198,0.94594,0.88318,0.79638,0.98465
2,0.00038573,0.1861,0.91866,0.83446,0.74681,0.97679
2,0.00080731,0.1169,0.93002,0.85361,0.77375,0.98135
2,0.0020996,0.30268,0.91679,0.82435,0.73315,0.97518
2,0.00057891,0.2878,0.90677,0.8246,0.72609,0.97466
2,0.0019768,0.30175,0.90677,0.8246,0.72609,0.97466
2,0.0012533,0.20951,0.89954,0.81586,0.70464,0.97074
2,4.7691e-05,0.18604,0.91794,0.83691,0.74052,0.97815
2,0.0020853,0.1095,0.93958,0.86778,0.78265,0.98306
2,0.0011399,0.066411,0.91988,0.85018,0.75746,0.98047
2,0.00082305,0.14748,0.92636,0.84746,0.75527,0.98038
2,0.00047424,0.39678,0.90814,0.82642,0.71812,0.97479
2,0.0014944,0.20729,0.90969,0.83093,0.7158,0.97417
1,0.00062164,0.35895,0.88091,0.80671,0.65402,0.96038
1,0.0018798,0.39318,0.88091,0.80671,0.65402,0.96038
2,0.0007949,0.11867,0.93897,0.86214,0.77845,0.98216
2,0.00018957,0.10871,0.94323,0.88218,0.79853,0.98461
2,3.5594e-05,0.035467,0.94323,0.88218,0.79853,0.98461
1,0.0021304,0.44875,0.84971,0.76244,0.58505,0.93789
2,0.00022423,0.013343,0.9485,0.90327,0.82145,0.98717
3,0,0,0.9893,0.96739,0.95133,0.99748
2,0,0,0.97171,0.93672,0.87089,0.99303
3,0,0,0.98691,0.96338,0.94491,0.9971
3,0,0,0.98635,0.95637,0.92477,0.99631
3,0,0,0.98691,0.96338,0.94491,0.9971
2,0.00028033,0.016773,0.94948,0.91216,0.81956,0.98755
3,0,0,0.98691,0.96338,0.94491,0.9971
3,0,0,0.98691,0.96338,0.94491,0.9971
3,0,0,0.98702,0.96183,0.9428,0.99697
2,0.20419,0.02599,0.95584,0.92129,0.84556,0.99013
2,2.227e-05,0.0021285,0.96736,0.9371,0.86946,0.99228
2,7.9757e-06,0.01701,0.94618,0.88276,0.80598,0.98536
2,0,0,0.96628,0.93013,0.86511,0.9918
2,0,0,0.96628,0.93013,0.86511,0.9918
2,0,0,0.96919,0.94615,0.88528,0.9942
3,0,0,0.98702,0.96183,0.9428,0.99697
3,0,0,0.98686,0.9602,0.93949,0.9968
3,0,0,0.98686,0.9602,0.93949,0.9968
3,0,0,0.98013,0.94893,0.92482,0.9958
2,0.0020307,0.035928,0.94993,0.90121,0.81667,0.98662
3,0,0,0.98615,0.96273,0.9408,0.99704
3,0,0,0.98615,0.96273,0.9408,0.99704
1,0.0048412,3.7049,0.77567,0.70557,0.46657,0.88797
1,0.001674,1.0173,0.79524,0.69969,0.45539,0.88224
1,0.10248,1.2847,0.83677,0.719,0.58611,0.91528
1,0.0060175,0.60665,0.72316,0.65132,0.39888,0.86358
2,0,0,0.93002,0.85361,0.77375,0.98135
2,0.00059665,0.060817,0.94151,0.87774,0.79268,0.98398
2,4.1692e-07,0.0095948,0.96053,0.91761,0.83801,0.98938
2,0.050961,0.012549,0.9536,0.92728,0.85219,0.99058
2,0.0031191,0.017908,0.96961,0.9287,0.86947,0.99214
2,0.021423,0.48708,0.97498,0.939,0.88276,0.99367
2,0,0,0.97253,0.93488,0.87386,0.99324
3,0,0,0.98635,0.95637,0.92477,0.99631
3,0,0,0.98428,0.95493,0.92948,0.99624
3,0,0,0.98557,0.96497,0.94886,0.99739
1,0.00075569,0.11435,0.75868,0.64421,0.37601,0.85374
1,0.0035396,0.96991,0.86979,0.73947,0.47672,0.90718
3,0,0,0.9893,0.96739,0.95133,0.99748
3,0,0,0.98427,0.94904,0.91697,0.99559
2,0.00036788,0.075145,0.96023,0.91519,0.85054,0.99024
2,0,0,0.97405,0.93034,0.8671,0.99227
2,0,0,0.97068,0.93863,0.87539,0.99277
2,0.013285,0.043942,0.93594,0.87558,0.78986,0.98412
2,0.086827,0.025725,0.96145,0.91417,0.84324,0.98975
3,1.6168e-10,2.8212e-06,0.98628,0.96665,0.94877,0.99741
2,6.1887e-05,0.0065132,0.95723,0.90562,0.82959,0.98818
3,0,0,0.98557,0.96497,0.94886,0.99739
2,0,0,0.95723,0.90562,0.82959,0.98818
3,0,0,0.98013,0.94893,0.92482,0.9958
3,0,0,0.98094,0.96394,0.95221,0.99735
2,0.0040631,0.034894,0.94719,0.88328,0.80019,0.98477
3,0,0,0.98462,0.9671,0.95549,0.99755
3,0,0,0.97848,0.94937,0.92285,0.99582
3,0,0,0.97848,0.94937,0.92285,0.99582
