5,5.3175,5.6047,5.8035,6.2742,6.535,7.3147,8.1193,9.2294,10.595,12.65,14.725,17.203,20.386,24.36,28.875,33.911,39.213,44.976,50.155,54.701,58.445,60.946,62.911,64.073,65.076,65.807,66.149,66.742,67.449,67.537,66.875,66.979,66.645,66.827,66.908,67.155,67.21,67.249,67.241,66.357
5.0002,5.2746,5.4065,5.8431,5.9763,6.2896,7.0685,7.8996,8.9953,10.34,11.996,14.139,16.697,19.73,23.214,27.028,31.033,35.127,39.741,43.446,46.129,48.255,50.467,51.474,52.479,52.891,53.556,54.107,53.517,53.454,53.028,52.823,53.605,53.187,52.833,52.921,53.206,52.977,52.598,53.228,53.152
5.0001,5.2571,5.5513,5.941,6.3612,6.8899,7.5171,8.508,10.132,12.185,14.761,18.129,22.231,26.71,32.153,37.985,44.407,49.974,56.049,61.279,65.471,68.601,70.786,71.286,71.831,72.356,71.815,71.984,71.958,71.915,71.733,71.908,72.22,71.944,71.679,72.133,71.909,71.948,72.063,72.022,71.658
5,5.2444,5.5616,5.834,6.1532,6.4714,7.145,7.8696,8.6613,10.129,12.09,14.169,17.213,20.354,24.343,28.806,34.188,39.822,45.004,49.609,53.903,57.008,59.978,60.72,61.098,61.369,61.19,61.307,61.435,61.544,62.136,62.16,61.95,61.393,61.091,60.716,60.172,60.29,60.202,59.81,60.112
5.0002,5.3381,5.7519,6.0299,6.4873,7.017,7.8061,8.8198,10.248,11.792,14.086,16.759,20.2,23.701,28.24,32.898,38.056,42.679,47.036,50.357,52.27,54.451,56.292,57.119,57.149,57.27,57.013,57.18,56.699,56.981,56.945,56.74,56.853,56.395,56.068,55.789,55.175,55.158,55.713,55.375,55.075
4.9999,5.2784,5.5945,5.8332,6.196,6.5757,6.8296,7.6444,8.5622,9.8552,11.62,13.781,16.515,19.543,23.313,27.2,31.78,36.442,41.297,45.557,49.056,52.032,53.936,54.96,55.6,55.822,56.317,56.203,56.049,56.066,56.248,56.645,57.026,57.475,56.956,56.65,56.095,56.364,56.224,55.59,55.917
4.9998,5.2224,5.4712,5.9122,6.3278,6.7877,7.6343,8.7788,10.619,12.49,15.473,18.767,22.906,27.968,33.705,39.912,46.451,53.159,59.14,64.359,68.479,71.028,73.111,74.161,74.655,74.516,74.68,74.957,74.471,74.375,74.876,75.038,75.137,75.131,74.964,74.147,73.816,73.451,73.338,72.871,72.858
5,5.3054,5.5388,5.8453,6.1518,6.6101,7.3846,8.2515,9.6614,11.155,13.373,16.024,19.321,23.462,28.392,33.695,39.925,45.788,52.375,58.537,64.457,69.956,73.586,75.614,77.607,78.645,79.217,79.838,80.127,79.838,79.696,80.614,80.319,80.719,80.25,79.633,79.387,79.634,79.308,79.449,79.215
5,5.0693,5.2674,5.5122,5.7979,6.1571,6.7017,7.5214,8.7061,10.083,12.134,14.47,17.397,20.643,24.872,29.491,34.801,39.949,45.176,50.566,55.321,59.628,63.009,66.23,68.081,69.646,70.437,70.668,70.213,70.889,71.467,71.5,71.231,70.5,70.472,70.736,71.16,70.889,71.012,70.612,70.849
4.9999,5.3235,5.633,5.7755,6.1667,6.6189,7.4169,8.445,9.9934,11.615,13.903,16.562,19.559,23.35,27.745,32.544,37.359,41.607,46.09,49.754,52.366,54.31,55.435,55.777,56.053,56.339,56.975,56.751,57.067,57.386,56.848,57.111,56.541,57.053,56.646,56.317,56.072,56.267,56.225,55.702,56.05
5,5.1647,5.5318,5.8715,6.3944,6.8939,7.7881,8.8962,10.701,12.785,15.559,19.022,22.95,27.282,32.382,38.068,44.653,50.905,56.703,61.89,65.617,68.269,70.824,72.451,72.966,73.636,73.99,73.533,73.707,73.681,73.421,73.893,72.795,73.429,73.402,73.862,73.174,73.498,73.098,73.413,73.835
5,5.3652,5.4795,5.9204,6.2907,6.6621,7.1692,8.1311,9.0062,10.44,12.313,14.574,17.54,20.734,24.554,28.667,33.196,37.786,42.776,47.03,51.1,54.049,57.242,59.147,60.393,60.56,60.789,61.811,61.815,62.296,62.127,62.334,62.001,62.19,61.509,61.848,62.016,61.876,62.411,61.681,61.474
5,5.2059,5.4579,5.7655,6.1262,6.5004,7.2873,8.2317,9.7558,11.541,14.202,17.256,21.106,25.346,30.758,36.234,42.627,49.413,56.677,62.871,68.268,71.766,74.284,75.735,76.789,77.764,77.572,78.174,77.579,77.625,76.994,77.089,77.975,77.867,77.468,77.446,77.941,77.669,76.984,77.032,77.521
4.9999,5.1683,5.3743,5.6882,6.1806,6.6846,7.4636,8.3651,9.9366,11.737,14.15,16.83,20.517,24.631,29.967,35.703,42.217,48.9,55.557,62.13,67.079,71.622,74.314,76.292,77.057,77.846,78.2,78.946,79.789,79.089,79.525,79.487,78.998,78.674,78.605,78.391,78.105,77.857,78.02,77.067,77.344
5.0001,4.9929,5.1805,5.4936,5.6389,6.0159,6.6306,7.4965,8.7172,10.186,11.794,13.838,16.422,19.176,22.365,25.655,30.009,34.055,38.144,41.734,45.533,48.584,50.946,51.987,52.868,53.523,54.29,54.463,54.194,53.786,53.564,53.9,54.153,54.532,54.299,53.994,53.834,53.422,53.783,54.206,53.85
5.0002,5.281,5.69,5.8564,6.2896,6.7223,7.6885,8.8118,10.508,12.501,15.241,18.636,22.291,26.727,32.019,37.694,43.597,48.884,54.569,58.608,61.212,63.371,64.919,66.444,66.342,66.721,67.562,67.393,67.434,67.295,66.616,66.88,66.755,66.904,66.723,66.883,66.534,66.442,66.428,66.164,66.387
4.9999,5.2015,5.48,5.6558,5.9435,6.4345,6.9917,7.9509,9.4427,10.912,13.133,15.576,18.797,22.473,26.994,31.787,37.268,42.75,48.421,53.698,57.456,60.355,62.096,62.867,63.817,64.002,64.058,64.479,65.135,64.965,64.724,65.193,64.998,64.608,64.399,64.405,64.447,64.109,63.444,63.669,63.496
5.0001,5.1404,5.1464,5.3925,5.5419,5.8281,6.3533,7.0059,7.9496,9.2203,11.018,13.094,15.753,18.877,22.668,26.741,31.448,36.23,41.106,45.375,49.587,53.359,55.908,58.456,59.287,60.661,60.63,61.053,61.249,61.507,61.095,61.592,60.927,60.99,60.859,61.432,61.119,61.384,61.072,60.471,61.201
5,5.0992,5.4878,5.9155,6.3199,6.7682,7.2256,7.6784,8.6333,9.3025,10.765,12.326,14.264,16.717,19.419,22.543,25.892,29.323,32.837,36.019,39.341,41.109,42.56,43.659,44.508,45.219,45.574,44.942,45.207,44.849,45.19,44.86,45.193,45.091,45.328,45.139,44.929,45.096,44.286,45.192,44.927
5.0001,5.3649,5.6433,5.9761,6.3605,6.8495,7.6699,8.6723,10.176,11.837,14.246,17.265,21.004,25.375,30.593,36.31,42.783,49.26,56.136,62.883,68.216,72.228,75.753,77.494,78.802,79.069,79.29,79.421,79.567,79.907,80.448,79.993,79.683,79.206,79.129,79.03,79.084,79.366,78.587,78.193,78.202
5.0001,5.1327,5.2084,5.5162,5.706,6.1358,6.5766,7.2323,8.3074,9.7469,11.531,13.692,16.514,19.647,23.279,27.085,31.422,35.721,40.338,44.94,48.673,51.98,54.471,56.366,58.17,58.179,58.163,58.184,58.591,58.064,57.895,58.008,57.739,57.841,57.866,58.205,58.369,58.271,58.289,58.829,58.54
4.9999,5.3016,5.5062,5.6747,5.8694,6.2201,6.8843,7.7354,8.6953,10.052,11.851,13.806,16.13,18.813,21.997,25.319,29.418,33.657,38.5,42.32,46.491,50.227,52.657,54.448,56.198,56.819,57.274,57.763,58.612,58.467,58.68,58.393,58.677,58.863,58.317,58.697,58.326,57.81,57.92,57.748,56.998
5.0002,5.062,5.2846,5.3464,5.6552,6.0779,6.7408,7.5966,8.757,9.8312,11.621,13.811,16.501,19.66,23.696,27.548,31.971,36.541,40.764,44.304,46.778,48.573,50.002,52.031,52.575,52.906,52.878,53.721,53.45,53.95,53.446,53.933,53.052,52.848,52.922,52.875,53.104,53.026,53.024,52.441,52.683
5,5.1786,5.4073,5.4456,5.737,6.0805,6.5952,7.2716,8.4172,9.7272,11.456,13.344,15.714,18.676,22.012,25.056,28.732,32.016,35.57,37.905,40.555,42.148,43.495,44.425,44.543,44.851,44.649,45.296,44.876,44.748,44.739,44.99,45.118,44.982,45.059,44.958,44.973,45.109,45.196,44.937,44.871
5,5.2817,5.6763,6.0706,6.4806,6.9714,7.8153,8.9145,10.707,12.845,15.8,19.092,23.229,28.067,33.77,39.518,45.786,52.629,59.149,64.833,69.543,73.573,76.257,78.809,79.273,79.35,79.958,79.977,79.841,79.828,79.055,79.342,80.171,79.979,79.621,79.873,79.997,79.363,78.952,79.101,78.602
5.0001,5.195,5.4436,5.6947,6.0499,6.4557,7.0107,7.7496,8.7328,10.109,12.016,14.057,17.177,20.352,24.35,28.447,32.925,37.69,42.522,47.113,50.722,53.072,55.248,55.882,56.594,56.85,57.293,56.966,57.165,57.533,57.346,57.983,56.787,56.756,57.302,57.068,57.499,57.702,57.536,56.977,56.94
5.0002,5.1652,5.3158,5.5136,5.6488,5.7915,6.4253,7.1479,8.206,9.6864,11.568,13.706,16.435,19.568,23.19,27.147,31.954,36.435,41.142,45.388,49.191,51.529,54.157,55.615,56.471,56.333,56.908,56.992,57.012,57.094,57.83,57.536,57.485,57.842,57.959,57.291,57.223,57.348,56.913,57.396,56.925
5,5.2931,5.439,5.821,6.3,6.8122,7.6246,8.6399,10.1,11.93,14.123,17.032,20.45,24.5,29.246,34.25,39.297,44.525,49.054,52.445,55.168,57.798,59.302,59.233,59.737,59.897,60.329,60.21,60.593,60.612,60.431,60.676,60.85,60.469,60.166,60.296,59.815,59.933,60,59.959,60.007
5.0001,5.2219,5.5442,5.874,6.2525,6.6555,7.3932,8.1095,9.4813,11.049,13.134,15.789,18.984,22.555,26.86,31.448,36.103,40.258,44.46,47.881,49.791,51.233,52.155,53.197,54.401,54.489,54.557,55.048,54.61,54.753,54.609,54.731,54.777,53.961,53.584,53.058,53.381,53.435,53.298,53.342,53.728
5,5.3747,5.6353,6.105,6.6193,7.1123,7.9795,9.1344,11.313,13.806,17.084,21.09,26.166,31.582,37.978,44.606,51.476,57.841,62.85,66.803,69.909,72.253,73.547,74.095,74.048,74.031,74.612,74.83,74.643,74.451,74.168,74.318,74.329,73.798,73.203,72.864,73.054,72.56,72.331,71.756,71.811
5,5.3599,5.5657,5.7971,6.2112,6.679,7.454,8.2716,9.4918,10.943,12.416,14.525,17.293,20.297,23.93,27.87,31.621,35.762,39.023,41.466,43.899,45.268,46.59,47.9,48.356,48.035,48.487,48.828,48.942,48.061,48.147,48.505,48.047,48.098,47.795,47.361,47.373,47.297,46.959,46.482,46.592
5.0001,5.1433,5.3454,5.6769,6.0309,6.4366,7.2184,7.7374,9.1723,10.683,12.938,15.315,18.612,22.46,26.868,31.521,36.491,41.02,45.646,49.019,51.833,53.923,55.243,55.887,56.697,56.375,56.63,57.023,57.128,56.557,56.88,56.482,56.801,56.428,56.381,56.114,56.506,56.532,56.361,56.297,55.85
4.9999,5.2038,5.5614,6.0194,6.3346,6.7624,7.3439,8.1657,9.4705,10.925,12.911,15.132,17.833,21.012,24.623,28.661,32.51,36.514,40.571,43.438,46.331,48.26,49.365,50.57,50.874,50.797,51.203,51.395,51.659,51.47,51.066,51.394,52.048,51.696,51.856,50.946,50.71,50.901,49.842,50.122,49.957
5.0003,5.2202,5.4844,5.5274,5.8116,5.9883,6.6327,7.276,8.5747,10.037,11.811,14.132,16.968,19.82,23.722,27.637,32.192,37.385,43.392,48.253,53.689,58.284,62.41,64.617,66.648,68.606,68.789,69.438,69.782,70.133,70.34,69.869,70.368,69.752,69.439,69.381,69.369,70.005,68.772,68.792,68.776
4.9998,5.2825,5.6147,5.9144,6.3056,6.6632,7.2464,7.9916,9.0089,10.236,11.977,13.978,16.538,19.407,23.087,27.057,31.569,36.076,40.151,43.879,47.279,48.957,50.615,51.751,52.458,52.609,52.455,52.935,52.485,53.28,53.556,53.689,53.515,53.27,53.421,53.225,53.02,52.967,53.231,53.351,53.653
5,5.2807,5.5063,5.8395,6.307,6.664,7.5932,8.6136,10.23,12.404,15.224,18.45,22.342,27.069,31.995,38.033,44.537,50.677,56.376,61.391,65.939,68.695,71.084,72.595,73.308,73.114,73.339,72.79,72.246,72.663,72.886,73.013,72.908,72.22,72.578,72.299,71.668,71.656,71.238,71.453,71.596
5,4.9201,5.2428,5.4536,5.7705,6.0647,6.6996,7.425,8.5332,9.8084,11.538,13.663,16.348,19.38,23.156,27.062,31.062,35.257,39.633,43.219,46.171,48.338,50.156,51.528,52.548,53.214,53.589,53.606,52.69,53.001,53.04,53.283,53.518,52.802,52.288,52.069,51.909,52.657,52.974,52.108,52.367
4.9998,5.2502,5.552,5.9746,6.0573,6.51,7.2338,7.9581,9.0004,10.163,11.791,13.452,15.86,18.679,21.913,25.337,29.425,33.516,37.697,42.344,45.962,48.515,49.968,50.827,51.384,52.129,52.668,53.253,53.327,53.062,53.631,53.841,53.862,53.669,53.151,52.637,53.026,52.334,53.024,53.545,53.454
4.9999,5.137,5.372,5.6412,5.8488,6.2051,6.8537,7.8086,9.0864,10.507,12.521,15.234,18.827,22.83,27.655,32.973,39.021,45.597,52.531,58.803,64.491,68.979,71.366,73.672,75.748,76.432,77.36,77.307,77.378,77.91,77.828,77.687,77.548,77.87,77.687,77.149,77.263,76.901,76.397,75.85,75.123
5,5.3023,5.6623,6.0738,6.4803,6.8765,7.5767,8.5817,10.161,12.064,14.696,17.449,21.273,25.929,31.431,37.063,43.376,50.256,57.077,63.16,68.024,71.436,73.514,74.876,75.493,75.81,75.775,76.633,77.643,77.106,77.036,77.48,77.718,77.287,76.808,76.603,76.551,76.184,76.779,76.381,75.539
5.0002,5.3041,5.4045,5.6633,5.9212,6.2204,6.8903,7.6522,8.8232,9.9616,11.47,12.928,15.079,17.605,20.615,24.046,27.607,31.947,35.955,39.154,41.877,44.693,46.46,48.174,49.538,50.254,50.69,50.992,50.735,50.985,51.349,50.614,50.98,50.754,50.919,51.124,50.836,50.445,50.638,50.507,50.296
5,5.2458,5.5915,5.9201,6.2318,6.4569,7.1255,7.7269,8.7938,9.93,11.652,13.602,16.419,19.211,22.844,26.769,31.468,36.3,41.752,46.637,51.646,56.213,59.113,61.941,64.248,66.072,66.922,66.844,67.174,66.79,66.883,66.809,66.839,67.077,67.454,67.55,67.424,67.349,67.07,67.419,67.215
5,5.2966,5.4992,5.8289,6.124,6.4607,7.1076,7.5339,8.9967,10.724,13.08,16.022,19.625,23.576,28.567,33.951,40.018,45.459,51.422,56.233,61.077,64.717,67.109,68.767,69.666,70.094,69.77,70.218,69.989,70.285,70.006,70.339,69.771,69.537,69.225,69.859,69.932,70.022,69.804,69.302,69.106
4.9999,5.2187,5.4735,5.7127,6.1759,6.5482,7.2639,7.8918,8.7904,10.057,11.645,13.519,15.878,18.698,21.493,25.116,28.701,32.61,36.465,40.111,42.938,45.275,46.019,46.984,47.669,47.862,47.166,47.863,48.347,48.33,48.427,47.9,47.786,48.176,48.233,48.1,47.836,48.428,47.559,47.639,47.675
5,5.2022,5.6167,5.8853,6.2723,6.2842,6.9061,7.6843,8.7945,10.166,12.008,14.156,16.922,20.005,23.509,27.602,32.104,36.28,40.976,45.239,48.844,51.342,53.186,55.111,55.742,56.579,56.782,56.695,57.084,56.96,57.524,56.9,57.023,56.454,56.476,56.571,57.023,56.167,56.625,57.036,56.379
5,5.101,5.3202,5.499,5.8318,6.4117,7.4878,8.8007,10.689,13.052,16.083,19.774,24.185,29.27,35.042,41.333,48.345,54.857,60.405,65.847,69.614,72.207,74.386,75.729,76.58,77.331,77.188,77.4,77.312,77.025,77.504,77.319,77.37,76.641,76.723,76.608,76.458,76.421,76.173,76.251,76.231
5.0001,5.1249,5.4539,5.8605,6.1946,6.6277,7.3502,8.38,9.8157,11.739,14.127,17.187,21.069,24.978,30.297,36.216,42.043,48.722,55.285,59.851,64.362,67.55,69.673,71.229,71.161,72.062,72.453,72.586,73.12,73.243,72.868,73.259,73.419,72.988,73.499,73.187,72.153,72.715,72.576,72.763,72.438
5,5.2538,5.5362,5.7195,6.0732,6.4486,7.0796,7.3617,8.2093,9.3164,10.868,12.702,14.98,17.611,20.669,24.366,28.282,32.053,35.983,39.076,41.885,44.251,45.459,46.476,47.138,47.37,47.541,46.977,47.358,47.537,47.171,47.011,46.508,46.885,47.278,46.933,47.409,47.616,47.471,46.717,47.052
5.0001,5.0773,5.3184,5.4681,5.8191,6.0975,6.7362,7.6037,9.0879,10.78,13.092,15.968,19.514,23.613,28.315,33.615,39.759,45.338,52.006,57.986,63.034,66.17,69.4,71.375,72.145,72.752,72.716,73.025,73.302,72.648,73.046,72.975,73.641,73.397,73.677,72.889,73.158,73.546,73.49,72.619,72.276
4.9999,5.2574,5.4613,5.8032,6.2585,6.6173,7.3763,8.2063,9.7384,11.466,13.818,16.367,19.424,23.188,27.294,31.915,37.343,42.019,46.519,50.292,53.871,56.421,58.328,58.982,59.624,60.471,60.337,60.582,60.655,60.772,60.648,60.056,59.554,58.811,59.152,59.437,59.197,59.148,59.778,60.232,60.304
4.9999,5.241,5.35,5.7025,6.1662,6.7188,7.6177,8.657,10.355,12.234,14.945,17.974,21.746,26.059,31.584,37.42,43.721,50.129,56.505,62.503,66.543,69.562,72.819,73.738,74.336,74.772,75.087,74.772,74.383,75.45,75.522,75.186,74.925,75.232,74.863,75.135,74.892,74.445,74.603,73.778,73.973
4.9999,5.2404,5.5754,5.922,6.3616,6.837,7.6127,8.7995,10.445,12.126,14.694,17.695,21.781,26.195,32.075,38.406,45.355,52.6,59.267,64.59,69.628,73.925,77.341,79.203,79.897,79.991,80.303,79.54,80.759,80.698,81.179,80.601,80.936,80.868,80.42,81.17,80.61,80.303,80.101,79.767,79.733
4.9998,5.2114,5.4425,5.7023,5.9664,6.3905,7.0622,7.7248,8.8752,10.098,11.726,13.817,16.362,18.981,21.972,25.541,29.615,33.686,37.185,39.982,41.812,43.839,44.955,46.366,46.887,47.394,47.563,47.758,48.193,48.09,48.397,48.007,48.23,47.745,47.46,47.165,46.847,46.547,46.404,46.65,46.904
5,5.3143,5.6267,5.902,6.3486,6.8279,7.5079,8.3692,9.8625,11.521,13.682,16.198,19.44,22.981,27.532,32.591,38.532,44.185,50.288,55.69,60.005,62.973,65.772,67.993,68.932,69.116,69.169,69.388,70.025,70.064,69.861,70.192,70.239,69.7,69.378,69.045,68.634,69.348,69.163,69.5,69.399
4.9999,5.283,5.5633,5.9863,6.3654,6.834,7.7242,8.8431,10.64,13,15.97,19.689,24.265,29.317,35.44,41.858,49.258,55.725,61.858,67.981,72.164,75.172,77.08,78.401,78.941,78.836,79.478,79.547,78.505,79.048,79.599,80.051,79.826,79.312,79.448,79.682,79.019,78.98,77.46,77.855,77.817
5,5.3184,5.5781,5.8886,6.2205,6.6386,7.5941,8.7609,10.239,12.058,14.501,17.136,20.801,24.611,29.178,34.174,39.059,44.102,48.864,53.088,56.344,57.992,58.904,59.967,60.234,61.352,61.947,61.531,61.938,61.495,61.323,62.2,62.243,61.778,61.46,61.742,61.184,61.152,60.331,60.239,60.036
5,5.2783,5.5515,5.7142,5.9015,6.3022,6.8611,7.6358,8.3929,9.683,11.308,13.031,15.504,18.263,21.19,24.514,28.459,32.398,36.476,39.547,42.278,44.058,45.386,46.642,47.213,47.958,48.672,48.989,48.75,48.497,48.537,48.308,48.061,48.755,49.258,49.621,49.478,49.454,48.77,48.779,49.088
5.0001,4.9209,5.1991,5.2622,5.6286,5.9729,6.6492,7.5691,8.6703,10.007,11.749,13.953,16.778,19.784,23.827,28.055,32.766,37.507,42.497,47.613,51.773,55.43,57.672,59.395,61.491,62.267,62.952,62.94,62.883,63.114,62.772,62.855,63.18,63.135,62.999,63.083,62.965,63.294,63.398,62.776,62.788
4.9998,5.2042,5.5055,5.8407,6.1365,6.6127,7.3491,8.3961,10.03,12.097,14.662,17.501,21.41,25.782,30.849,36.127,42.719,49.329,55.488,61.001,65.765,69.607,71.704,73.532,74.202,74.662,75.062,74.986,75.45,74.667,74.584,74.41,74.392,74.031,73.995,74.228,74.65,74.541,74.008,73.347,73.03
5.0001,5.0968,5.4337,5.8244,6.3111,6.7507,7.6424,8.6331,10.406,12.416,15.192,18.59,22.571,27.447,32.959,38.694,45.653,52.23,59.174,64.499,68.341,71.822,74.258,76.104,77.186,77.944,78.771,77.914,77.668,77.561,77.656,77.733,77.958,78.237,78.405,77.798,77.633,78.315,77.95,77.58,77.381
5,4.9386,5.0744,5.422,5.8603,6.3427,7.1405,8.314,9.8972,11.894,14.375,17.581,21.508,25.985,31.391,37.248,43.883,50.208,56.441,61.309,65.231,68.388,70.296,72.327,73.068,73.369,74.046,73.852,73.554,73.24,74.093,73.85,73.024,73.028,73.046,73.117,72.709,72.982,73.716,72.706,72.414
5,5.3003,5.4225,5.8375,6.3007,6.6963,7.3686,8.1696,9.3354,10.794,12.561,14.746,17.492,20.602,24.547,28.852,33.894,39.033,44.311,49.141,53.694,57.062,60.069,62.199,62.569,63.039,63.45,63.907,63.822,63.855,64.424,64.458,64.411,64.64,64.128,64.501,64.179,64.093,63.772,63.274,62.997
5.0003,5.3068,5.635,5.8032,6.1888,6.6187,7.4033,8.1729,9.0872,10.332,12.257,14.584,17.443,20.858,24.91,29.141,33.673,38.498,43.474,48.725,53.588,58.236,62.141,64.722,66.255,67.381,67.669,68.066,68.196,68.003,67.76,68.244,68.097,68.639,68.826,68.565,68.946,68.841,68.837,68.927,68.636
4.9999,5.2848,5.5948,6.0652,6.4666,6.9778,7.8622,8.9228,10.227,12.079,14.636,17.672,21.482,25.622,30.438,35.629,41.903,48.559,55.188,61.412,67.364,71.72,74.253,75.731,77.276,78.812,79.127,79.54,79.978,79.573,79.941,79.222,78.708,79.152,77.994,78.395,78,77.544,78.355,78.151,77.955
5.0001,5.3123,5.5827,5.8271,6.1707,6.503,7.2043,8.2266,9.5599,11.302,13.635,16.335,19.951,23.534,28.059,33.311,38.585,43.407,48.176,52.222,55.418,57.366,59.055,59.83,60.083,60.334,61.366,61.273,60.815,60.797,60.312,60.296,60.488,60.466,60.677,60.298,60.757,60.614,60.977,60.913,60.131
4.9999,5.2654,5.5059,5.876,6.1114,6.4112,7.0802,7.9684,9.2252,10.787,12.953,15.577,18.797,22.666,26.933,31.335,36.247,40.803,45.14,48.158,50.472,52.296,53.608,53.709,53.905,54.692,54.371,54.194,54.869,54.32,54.19,54.716,54.955,54.257,54.07,54.462,54.278,54.176,53.944,53.408,53.169
5.0001,5.3058,5.6838,6.0106,6.2765,6.7578,7.623,8.5291,9.8539,11.228,13.569,15.978,19.305,22.761,27.377,32.305,37.937,43.785,49.26,53.988,58.022,60.884,62.637,64.153,64.271,64.79,65.514,65.563,65.452,64.674,64.955,64.731,64.717,64.76,64.582,65.169,65.126,64.946,64.736,64.813,64.176
4.9999,4.9962,5.1815,5.5495,5.8534,6.2112,6.7555,7.7174,9.07,10.745,13.028,15.646,18.878,22.739,27.258,32.655,38.423,43.942,49.508,54.46,58.599,61.456,63.474,65.01,66.525,66.39,66.669,66.892,66.798,66.965,67.344,67.83,67.874,67.098,66.625,66.395,66.003,66.235,66.612,66.647,66.555
5,5.192,5.4798,5.8308,6.1836,6.5222,7.093,7.8143,8.887,10.278,12.039,13.983,16.404,19.05,22.432,25.957,29.874,34.018,37.505,41.367,43.895,46.24,48.171,49.822,50.575,50.787,51.256,51.412,51.699,51.003,51.391,51.673,51.66,51.725,51.8,51.448,51.398,51.14,51.702,51.754,51.629
